idx,die_code,sleep_pct,load1,load2,tmp0,tmp1,tmp2,tmp3,bpx65_a,bpx65_b,bpw34_a,bpw34_b,n3163_a,n3163_b,adr4525,psram,fram,eeprom
6167,45,98,1,0,-76,225,-299,456,8971,8721,7471,7400,0,0,20473,4,4,4
6168,45,96,1,1,-80,237,-301,445,9016,8759,7460,7447,0,0,20476,1,1,3
6169,45,95,1,0,-77,243,-295,460,8875,8695,7460,7384,0,0,20479,3,2,1
6170,45,95,1,0,-62,241,-305,450,9019,8820,7566,7492,0,0,20473,5,3,4
6171,45,97,1,0,-59,248,-301,457,8932,8645,7470,7363,0,0,20482,4,4,2
6172,46,94,1,0,-55,251,-289,465,9111,8852,7626,7501,0,0,20484,3,4,3
6173,46,96,1,0,-66,245,-287,460,9104,8796,7736,7483,0,0,20484,1,4,2
6174,46,96,1,0,-50,250,-278,470,9050,8862,7531,7415,1,0,20472,3,5,1
6175,46,97,1,0,-54,249,-285,474,9110,8764,7598,7537,0,0,20482,4,4,1
6176,46,94,1,1,-54,253,-277,476,8969,8774,7518,7563,0,0,20475,2,1,4
6177,46,94,1,0,-51,261,-277,474,9051,8933,7757,7443,0,0,20488,2,1,1
6178,46,98,1,0,-36,259,-272,486,9185,8991,7602,7501,0,0,20475,2,2,3
6179,46,97,1,0,-36,261,-269,477,9029,8819,7576,7497,0,0,20483,4,4,4
6180,46,94,1,0,-33,263,-270,481,9206,8988,7761,7500,0,0,20476,2,5,1
6181,46,98,1,0,-40,266,-269,498,9065,8910,7729,7635,0,0,20476,2,5,5
6182,46,97,1,0,-23,274,-261,490,9071,9000,7773,7591,0,0,20482,3,1,4
6183,46,95,1,0,-22,285,-262,491,9092,8878,7775,7527,0,0,20472,5,4,5
6184,46,95,1,1,-24,288,-256,500,9148,8918,7702,7636,0,0,20481,4,5,3
6185,46,95,1,0,-21,280,-257,502,9338,9070,7621,7670,0,0,20488,4,2,4
6186,46,95,1,0,-26,295,-241,514,9146,8952,7847,7591,0,0,20487,5,1,3
6187,46,97,1,0,-16,292,-239,508,9309,9053,7686,7743,0,0,20488,4,1,4
6188,46,97,1,0,-19,295,-236,511,9339,8991,7690,7685,0,0,20473,1,4,1
6189,46,97,1,0,-17,296,-241,511,9305,8968,7885,7692,0,0,20481,3,5,3
6190,46,95,1,0,-11,297,-231,514,9382,9077,7790,7642,0,0,20486,3,5,3
6191,46,96,1,0,-4,302,-240,515,9371,9092,7798,7793,0,0,20488,5,5,1
6192,46,96,1,1,3,302,-225,517,9255,9208,7759,7723,0,0,20482,4,3,5
6193,46,96,1,0,4,309,-221,532,9392,9228,7869,7841,0,0,20475,2,2,2
6194,46,98,1,0,5,307,-222,523,9436,9193,7977,7687,0,0,20479,2,3,3
6195,46,97,1,0,3,322,-226,532,9486,9190,7840,7749,0,0,20476,1,4,1
6196,46,97,1,0,14,313,-218,540,9374,9136,8034,7877,0,0,20479,4,1,4
6197,46,95,1,0,14,330,-220,545,9563,9250,7837,7814,0,0,20479,5,1,5
6198,46,95,1,0,22,324,-216,541,9577,9128,7841,7862,0,0,20474,1,2,5
6199,46,95,1,0,24,335,-206,548,9493,9151,7865,7812,1,0,20481,5,3,5
6200,46,98,1,1,26,329,-212,553,9427,9350,8119,7810,0,0,20474,4,5,4
6201,46,95,1,0,34,327,-203,553,9602,9347,7976,7827,0,0,20485,5,1,2
6202,46,96,1,0,39,342,-205,551,9542,9263,8154,7846,0,0,20478,4,4,5
6203,46,97,1,0,38,346,-195,566,9511,9341,8011,7922,0,0,20475,3,3,5
6204,46,95,1,0,37,344,-192,566,9669,9308,8144,7973,0,0,20474,3,2,5
6205,46,94,1,0,45,354,-198,558,9525,9382,7974,7865,0,0,20475,5,3,5
6206,46,95,1,0,50,349,-189,564,9686,9253,7961,8025,0,0,20479,3,3,3
6207,46,98,1,0,46,353,-185,579,9653,9421,8091,8002,0,0,20475,4,4,1
6208,46,97,1,1,51,353,-177,579,9590,9297,7995,7982,0,0,20473,5,1,3
6209,46,94,1,0,47,358,-173,582,9738,9425,8172,7951,0,1,20483,3,2,3
6210,46,94,1,0,59,369,-172,580,9664,9314,8027,8058,0,0,20478,1,2,2
6211,46,95,1,0,60,371,-172,582,9757,9346,8043,8097,0,0,20472,2,4,1
6212,46,98,1,0,62,364,-174,589,9636,9547,8257,7964,0,0,20477,2,2,3
6213,47,94,1,0,70,367,-164,593,9746,9558,8117,7958,0,0,20479,3,5,1
6214,47,98,1,0,69,370,-160,595,9847,9447,8156,8058,0,0,20474,2,4,1
6215,47,95,1,0,67,372,-157,596,9784,9543,8198,8086,0,0,20473,5,4,1
6216,47,97,1,1,70,375,-154,604,9882,9408,8188,8041,0,0,20474,5,1,3
6217,47,98,1,0,73,387,-150,609,9822,9592,8163,8049,0,0,20472,2,1,3
6218,47,98,1,0,79,392,-155,610,9695,9464,8255,8163,0,0,20483,2,5,5
6219,47,96,1,0,90,398,-145,607,9901,9624,8338,8059,0,0,20481,5,5,1
6220,47,95,1,0,80,390,-145,615,9868,9665,8299,8150,0,0,20480,4,2,1
6221,47,94,1,0,85,395,-142,615,9822,9474,8348,8090,0,1,20477,3,1,4
6222,47,95,1,0,87,397,-130,625,9982,9576,8193,8163,0,0,20484,5,2,4
6223,47,97,1,0,99,395,-132,622,9961,9628,8333,8103,1,0,20477,4,1,2
6224,47,97,1,1,106,402,-128,631,9790,9545,8218,8197,0,0,20483,4,4,3
6225,47,96,1,0,105,402,-121,630,9964,9630,8459,8242,0,0,20484,3,5,3
6226,47,94,1,0,101,413,-122,633,10047,9544,8225,8195,0,0,20477,3,3,5
6227,47,96,1,0,104,419,-125,640,9864,9659,8479,8223,0,0,20481,4,5,2
6228,47,95,1,0,116,423,-113,636,9852,9620,8399,8224,0,0,20473,1,1,2
6229,47,94,1,0,111,428,-115,639,9936,9616,8428,8195,0,0,20487,2,2,5
6230,47,97,1,0,122,424,-121,642,9921,9762,8397,8225,0,0,20474,3,4,2
6231,47,97,1,0,124,432,-114,641,10073,9795,8570,8230,0,0,20487,3,3,5
6232,47,96,1,1,126,423,-106,644,9915,9831,8403,8227,0,0,20476,4,4,5
6233,47,97,1,0,125,434,-112,659,10128,9755,8381,8348,0,0,20485,1,2,4
6234,47,95,1,0,126,434,-97,659,10095,9728,8364,8366,0,0,20484,5,5,1
6235,47,97,1,0,131,447,-102,659,9973,9857,8416,8371,0,0,20476,4,1,1
6236,47,96,1,0,133,438,-88,655,10138,9841,8557,8302,0,0,20487,1,1,2
6237,47,97,1,0,131,450,-87,662,10032,9749,8523,8448,0,0,20488,5,4,2
6238,47,96,1,0,134,445,-84,668,10241,9908,8615,8398,0,0,20480,1,3,2
6239,47,94,1,0,140,452,-86,667,10027,9814,8573,8359,0,0,20477,4,4,5
6240,47,98,1,1,149,455,-84,679,10073,9812,8691,8361,0,1,20475,3,4,2
6241,47,96,1,0,159,458,-72,682,10117,9823,8521,8490,0,0,20483,1,5,1
6242,47,96,1,0,152,457,-72,687,10226,9978,8564,8405,0,0,20476,3,5,2
6243,47,97,1,0,165,472,-81,683,10273,10031,8578,8502,0,0,20486,2,3,1
6244,47,94,1,0,154,461,-62,683,10118,10030,8721,8462,0,0,20485,1,4,4
6245,47,94,1,0,158,477,-70,684,10298,10053,8466,8470,0,0,20486,2,2,1
6246,47,95,1,0,174,466,-69,685,10285,9867,8553,8534,0,0,20482,5,4,1
6247,47,94,1,0,170,479,-63,701,10254,10063,8548,8500,0,0,20484,2,2,5
6248,47,94,1,1,169,480,-65,701,10396,10091,8779,8430,0,0,20484,4,4,1
6249,47,97,1,0,169,486,-48,702,10426,9925,8584,8595,0,0,20474,2,4,1
6250,47,96,1,0,174,480,-52,697,10410,10057,8683,8621,0,0,20481,5,1,1
6251,47,95,1,0,174,493,-42,707,10249,10094,8610,8620,0,0,20483,4,3,4
6252,47,97,1,0,177,486,-43,716,10457,10089,8817,8565,1,0,20472,1,4,4
6253,47,95,1,0,196,503,-42,708,10353,10167,8872,8521,0,0,20478,5,4,4
6254,47,95,1,0,191,501,-38,716,10363,10111,8670,8627,0,0,20483,5,3,1
6255,48,96,1,0,199,495,-28,723,10402,10058,8787,8597,0,0,20484,2,3,3
6256,48,95,1,1,204,500,-29,722,10484,10234,8759,8669,0,0,20481,2,5,3
6257,48,96,1,0,195,508,-27,733,10388,10265,8882,8570,0,0,20472,5,1,2
6258,48,96,1,0,197,515,-28,732,10363,10096,8904,8657,0,0,20474,1,2,4
6259,48,95,1,0,214,516,-30,734,10417,10142,8745,8672,0,0,20482,3,3,3
6260,48,97,1,0,216,514,-24,740,10575,10089,8837,8675,0,0,20482,5,4,5
6261,48,98,1,0,212,516,-24,745,10525,10214,8952,8648,0,0,20484,5,4,5
6262,48,94,1,0,224,518,-7,736,10468,10190,8968,8780,0,0,20473,4,1,1
6263,48,96,1,0,226,530,-14,749,10611,10337,8806,8700,0,0,20479,2,1,2
6264,48,96,1,1,225,527,-12,753,10567,10355,8915,8690,0,0,20485,4,3,1
6265,48,94,1,0,232,529,-5,753,10537,10256,8832,8768,0,0,20485,4,2,2
6266,48,95,1,0,236,539,6,747,10592,10265,9033,8739,0,0,20472,5,4,4
6267,48,95,1,0,234,543,9,763,10595,10367,8957,8698,0,0,20479,1,5,2
6268,48,94,1,0,238,548,-1,762,10534,10216,8972,8749,0,0,20478,3,1,5
6269,48,98,1,0,245,546,5,763,10531,10238,9096,8717,0,0,20487,4,2,4
6270,48,96,1,0,247,548,13,759,10543,10299,8881,8746,0,0,20485,3,4,1
6271,48,96,1,0,248,554,10,771,10779,10445,8924,8775,0,0,20484,4,4,5
6272,48,98,1,1,247,561,18,778,10644,10294,9078,8758,1,0,20486,4,3,2
6273,48,96,1,0,258,560,18,783,10683,10347,8941,8898,0,0,20477,5,4,3
6274,48,95,1,0,258,567,28,777,10812,10522,9102,8835,0,0,20476,4,1,2
6275,48,97,1,0,255,561,18,784,10796,10369,9093,8949,0,0,20479,1,4,2
6276,48,96,1,0,266,574,37,783,10655,10385,8984,8846,0,0,20485,3,5,4
6277,48,96,1,0,256,571,24,791,10761,10544,9180,8849,0,0,20484,3,3,1
6278,48,96,1,0,258,566,34,788,10709,10566,9176,8845,0,0,20478,5,1,4
6279,48,97,1,0,265,580,42,801,10814,10630,9026,9007,0,0,20481,3,3,5
6280,48,95,1,1,268,584,40,803,10888,10601,9142,8958,0,0,20483,1,2,2
6281,48,95,1,0,279,580,37,805,10796,10533,9115,8894,0,0,20472,4,3,1
6282,48,94,1,0,286,580,55,802,10820,10612,9205,8922,0,0,20476,5,5,2
6283,48,95,1,0,281,582,44,805,10783,10661,9160,8998,0,0,20486,3,2,2
6284,48,95,1,0,277,589,58,809,10894,10495,9048,8967,0,0,20476,2,2,5
6285,48,98,1,0,281,590,54,807,11006,10679,9064,9038,0,0,20472,1,5,5
6286,48,97,1,0,283,590,67,808,10896,10659,9258,8953,0,0,20488,2,4,5
6287,48,95,1,0,295,605,66,817,10860,10746,9340,8958,0,0,20473,1,4,3
6288,48,95,1,1,295,600,66,824,10859,10634,9202,9009,0,0,20487,4,4,3
6289,48,97,1,0,299,607,71,826,10917,10653,9247,9125,0,0,20478,1,1,1
6290,48,95,1,0,295,602,79,821,10919,10620,9213,9116,0,1,20472,3,1,2
6291,48,94,1,0,306,608,69,823,11004,10707,9133,9167,0,0,20473,1,3,4
6292,48,94,1,0,302,619,81,838,10979,10625,9293,9069,0,0,20473,3,5,2
6293,48,94,1,0,305,626,78,842,10941,10654,9409,9157,0,0,20485,2,2,4
6294,48,95,1,0,314,628,80,839,11068,10687,9215,9055,0,0,20477,3,3,1
6295,48,95,1,0,312,619,83,850,11035,10825,9235,9106,0,0,20481,5,1,4
6296,49,94,1,1,325,630,92,849,11117,10731,9245,9195,0,0,20481,1,4,2
6297,49,96,1,0,321,632,89,844,11136,10765,9424,9233,0,0,20480,4,1,1
6298,49,98,1,0,321,638,92,851,11010,10820,9219,9257,0,0,20484,5,4,4
6299,49,97,1,0,337,643,107,862,11148,10886,9246,9180,0,0,20473,2,2,3
6300,49,97,1,0,339,644,101,852,11253,10887,9446,9176,0,0,20482,2,5,2
6301,49,98,1,0,341,648,100,859,11150,10802,9507,9252,1,0,20487,5,4,3
6302,49,97,1,0,340,655,112,864,11234,10896,9301,9274,0,0,20477,1,5,5
6303,49,94,1,0,347,644,117,862,11270,10953,9403,9216,0,0,20481,5,5,5
6304,49,94,1,1,344,659,121,879,11331,10955,9504,9255,0,0,20475,4,3,3
6305,49,96,1,0,355,659,113,868,11337,10908,9395,9256,0,0,20488,4,3,2
6306,49,94,1,0,350,664,117,883,11334,10927,9495,9288,0,0,20472,2,1,3
6307,49,95,1,0,357,655,118,877,11266,10929,9335,9338,0,0,20472,5,1,3
6308,49,94,1,0,363,667,132,876,11275,10872,9481,9285,0,0,20488,2,2,5
6309,49,95,1,0,367,663,130,884,11235,11095,9378,9347,0,0,20472,2,5,2
6310,49,96,1,0,370,674,141,890,11327,10894,9647,9354,0,0,20479,3,1,5
6311,49,96,1,0,361,672,137,894,11297,11079,9510,9362,0,0,20473,2,1,2
6312,49,96,1,1,365,684,146,896,11330,11019,9428,9322,0,0,20485,4,1,4
6313,49,98,1,0,377,689,140,895,11280,10966,9596,9381,0,0,20488,3,3,4
6314,49,96,1,0,375,693,151,909,11370,11043,9605,9398,0,0,20488,3,2,5
6315,49,97,1,0,378,684,149,911,11473,11149,9527,9399,0,0,20474,5,2,1
6316,49,96,1,0,381,687,152,905,11503,11014,9692,9467,0,0,20481,1,4,4
6317,49,97,1,0,381,689,154,908,11499,11221,9655,9411,0,0,20485,3,4,5
6318,49,97,1,0,398,690,161,907,11472,11181,9669,9501,0,0,20473,5,5,3
6319,49,96,1,0,389,695,162,915,11524,11105,9724,9480,0,0,20480,4,5,2
6320,49,95,1,1,389,704,162,915,11453,11231,9626,9532,0,0,20480,3,2,4
6321,49,94,1,0,396,709,161,920,11448,11285,9775,9442,0,0,20480,2,3,1
6322,49,94,1,0,399,702,172,924,11497,11179,9545,9466,0,0,20488,4,1,4
6323,49,98,1,0,404,706,179,932,11524,11171,9567,9527,0,0,20482,4,3,1
6324,49,97,1,0,414,720,182,939,11415,11282,9716,9507,0,0,20474,1,3,3
6325,49,97,1,0,413,714,179,943,11486,11307,9731,9569,0,0,20479,1,5,2
6326,49,94,1,0,407,721,192,933,11567,11160,9874,9622,0,1,20479,3,4,5
6327,49,94,1,0,421,723,186,937,11591,11204,9820,9505,0,0,20476,5,5,5
6328,49,98,1,1,414,731,192,951,11679,11353,9637,9542,0,0,20482,1,1,3
6329,49,94,1,0,431,725,194,950,11644,11217,9723,9688,0,0,20472,2,4,4
6330,49,95,1,0,430,728,192,956,11637,11271,9774,9601,0,0,20483,2,1,2
6331,49,94,1,0,434,733,199,957,11616,11357,9741,9719,0,0,20474,2,4,3
6332,49,98,1,0,431,746,196,951,11745,11249,9828,9708,0,0,20472,4,5,2
6333,49,94,1,0,430,738,210,957,11604,11346,9893,9663,0,0,20484,3,2,2
6334,49,96,1,0,448,755,204,970,11659,11262,9933,9707,0,0,20479,3,1,5
6335,49,94,1,0,449,754,214,963,11766,11285,9825,9733,0,0,20486,2,2,4
6336,49,97,1,1,453,753,220,963,11828,11307,9831,9772,0,0,20474,2,2,5
6337,50,94,1,0,449,754,220,978,11726,11411,9770,9670,0,0,20485,5,1,4
6338,50,96,1,0,455,752,225,985,11865,11553,9787,9795,0,0,20477,5,5,3
6339,50,98,1,0,459,770,221,982,11676,11498,10043,9805,0,0,20482,3,1,3
6340,50,94,1,0,460,763,233,980,11734,11499,9860,9769,0,0,20477,2,4,4
6341,50,98,1,0,463,763,225,993,11910,11595,9946,9708,0,0,20472,2,1,2
6342,50,94,1,0,464,777,241,986,11733,11610,9882,9813,0,0,20474,4,2,2
6343,50,97,1,0,467,770,243,998,11780,11423,9953,9781,0,0,20478,1,4,5
6344,50,95,1,1,472,781,239,1001,11835,11487,10103,9855,1,0,20475,5,4,3
6345,50,97,1,0,479,787,249,994,11823,11554,9997,9778,0,0,20486,4,1,2
6346,50,94,1,0,482,792,246,1002,11922,11646,10045,9784,0,0,20473,1,4,1
6347,50,96,1,0,488,790,245,1009,11782,11607,10131,9924,0,0,20473,5,4,4
6348,50,97,1,0,489,783,248,1007,11988,11655,10080,9870,0,0,20473,2,3,4
6349,50,94,1,0,484,786,259,1009,11909,11605,9921,9833,0,0,20479,5,2,2
6350,50,94,1,0,497,791,265,1021,11834,11597,9985,9846,0,0,20484,3,1,4
6351,50,98,1,0,487,805,257,1018,11939,11582,10094,9891,0,0,20485,5,1,5
6352,50,98,1,1,491,807,271,1014,11877,11680,9932,9971,0,0,20479,2,1,3
6353,50,94,1,0,493,804,269,1018,11940,11627,10021,9923,0,0,20481,3,2,4
6354,50,95,1,0,507,813,277,1031,12024,11568,10193,9980,0,0,20486,3,3,2
6355,50,96,1,0,503,807,276,1033,12130,11678,10123,9998,0,0,20478,5,3,5
6356,50,95,1,0,511,816,281,1028,12154,11627,10088,9929,0,0,20485,1,3,5
6357,50,96,1,0,512,812,274,1036,12143,11611,10273,10004,0,0,20474,5,4,5
6358,50,98,1,0,521,826,287,1045,12047,11775,10121,9983,0,0,20475,4,4,1
6359,50,97,1,0,510,821,293,1045,12195,11727,10271,10068,0,1,20479,2,3,3
6360,50,94,1,1,515,829,284,1042,12132,11860,10101,10059,0,0,20473,1,3,2
6361,50,94,1,0,524,825,287,1042,12156,11864,10229,9960,0,0,20486,2,1,2
6362,50,96,1,0,525,832,292,1053,12039,11718,10159,9949,0,0,20475,3,5,4
6363,50,97,1,0,532,839,299,1049,12187,11728,10349,10120,0,0,20472,1,2,4
6364,50,95,1,0,527,837,308,1052,12228,11848,10114,9987,0,0,20476,1,5,4
6365,50,94,1,0,534,844,313,1069,12240,11867,10225,10150,0,0,20488,1,5,4
6366,50,98,1,0,532,844,313,1071,12186,11845,10338,10021,0,1,20477,3,2,3
6367,50,98,1,0,544,842,310,1065,12258,11849,10314,10132,0,0,20478,5,5,5
6368,50,98,1,1,552,861,316,1068,12259,11934,10213,10040,0,0,20483,1,4,1
6369,50,97,1,0,546,849,325,1073,12134,11935,10221,10148,0,0,20482,3,3,1
6370,50,96,1,0,547,859,317,1077,12317,11987,10215,10154,1,0,20473,5,5,1
6371,50,94,1,0,553,864,318,1079,12249,11827,10229,10120,0,0,20485,1,1,3
6372,50,94,1,0,561,859,332,1076,12175,12053,10244,10162,0,0,20486,4,1,3
6373,50,96,1,0,568,874,327,1094,12391,12054,10383,10136,0,0,20483,1,2,2
6374,50,96,1,0,557,867,339,1086,12374,12005,10247,10157,0,0,20474,1,3,2
6375,50,94,1,0,570,874,336,1096,12225,12035,10390,10151,0,0,20483,1,5,5
6376,50,98,1,1,571,875,334,1097,12433,12130,10261,10277,0,0,20478,4,1,2
6377,50,94,1,0,573,884,336,1104,12328,12001,10433,10248,0,0,20472,1,3,3
6378,51,97,1,0,569,883,349,1095,12438,11972,10550,10174,0,0,20488,4,2,5
6379,51,98,1,0,578,885,357,1113,12406,12012,10451,10193,0,0,20487,1,4,4
6380,51,98,1,0,586,887,361,1112,12385,12140,10487,10350,0,0,20485,1,5,3
6381,51,95,1,0,579,890,360,1104,12348,12094,10483,10300,0,0,20485,1,3,5
6382,51,94,1,0,584,897,360,1121,12387,12047,10612,10288,0,0,20482,1,3,5
6383,51,96,1,0,591,905,357,1125,12356,12142,10573,10268,0,0,20478,4,4,2
6384,51,95,1,1,597,906,369,1118,12585,12159,10494,10297,0,0,20479,4,5,1
6385,51,95,1,0,601,898,376,1131,12503,12135,10604,10291,0,0,20477,4,5,4
6386,51,96,1,0,602,914,368,1124,12539,12218,10603,10351,0,0,20483,2,3,2
6387,51,94,1,0,600,908,368,1127,12410,12123,10661,10335,0,0,20472,4,4,1
6388,51,94,1,0,608,922,378,1136,12454,12270,10530,10406,0,0,20488,3,3,5
6389,51,96,1,0,605,917,386,1137,12533,12235,10604,10455,0,0,20479,1,3,1
6390,51,96,1,0,621,927,384,1138,12493,12229,10594,10474,0,0,20472,1,3,5
6391,51,97,1,0,614,918,385,1148,12701,12244,10448,10395,0,0,20488,3,1,5
6392,51,96,1,1,626,930,398,1138,12487,12359,10586,10419,1,0,20488,2,3,1
6393,51,95,1,0,617,927,401,1156,12615,12160,10636,10379,0,0,20483,5,4,1
6394,51,98,1,0,632,926,400,1158,12549,12363,10656,10374,0,0,20488,2,3,1
6395,51,95,1,0,625,939,406,1163,12737,12331,10574,10442,0,0,20487,1,1,2
6396,51,94,1,0,638,935,395,1159,12641,12355,10540,10488,0,0,20481,3,5,3
6397,51,95,1,0,643,946,407,1166,12769,12293,10782,10495,0,0,20472,3,3,2
6398,51,97,1,0,647,952,410,1158,12592,12273,10535,10486,0,0,20484,1,1,1
6399,51,95,1,0,640,950,411,1165,12721,12318,10667,10436,0,0,20488,1,1,4
6400,51,97,1,1,653,958,420,1178,12629,12462,10557,10555,0,0,20472,4,2,1
6401,51,94,1,0,646,952,416,1166,12619,12388,10597,10538,0,0,20488,3,4,2
6402,51,96,1,0,649,967,418,1177,12673,12412,10657,10558,0,0,20479,3,1,3
6403,51,96,1,0,652,966,431,1175,12816,12312,10746,10495,0,0,20476,5,3,2
6404,51,94,1,0,666,961,435,1180,12887,12501,10805,10559,0,0,20475,2,4,3
6405,51,96,1,0,661,966,424,1183,12853,12422,10616,10602,0,0,20485,2,2,2
6406,51,96,1,0,671,975,430,1184,12872,12468,10867,10521,0,0,20488,4,2,3
6407,51,97,1,0,673,978,429,1187,12807,12405,10720,10621,0,0,20484,4,1,4
6408,51,96,1,1,678,973,432,1191,12814,12387,10823,10688,0,0,20477,3,2,1
6409,51,98,1,0,669,981,450,1196,12817,12436,10867,10717,0,1,20484,2,1,4
6410,51,94,1,0,681,989,451,1200,12945,12497,10771,10694,0,0,20476,1,5,3
6411,51,94,1,0,672,987,452,1212,12800,12567,10833,10677,0,0,20478,5,1,1
6412,51,98,1,0,683,993,447,1208,12903,12602,10989,10724,0,0,20478,2,2,5
6413,51,98,1,0,678,986,458,1219,13004,12509,10846,10765,0,0,20482,1,3,4
6414,51,98,1,0,694,999,460,1215,13047,12519,11011,10762,0,0,20473,4,4,2
6415,51,95,1,0,690,1002,457,1222,12975,12552,11005,10755,0,0,20481,1,4,5
6416,51,96,1,1,693,997,469,1224,12864,12603,10758,10773,0,0,20476,4,5,1
6417,51,95,1,0,705,1001,476,1218,12888,12738,10841,10771,0,0,20472,2,3,4
6418,51,98,1,0,707,1017,474,1232,13037,12534,10823,10821,0,0,20477,4,2,5
6419,52,96,1,0,703,1006,468,1231,12923,12738,10934,10761,0,0,20474,5,1,1
6420,52,98,1,0,704,1021,477,1236,13124,12684,10915,10745,0,0,20474,5,2,4
6421,52,98,1,0,717,1016,482,1238,12951,12589,11075,10819,0,0,20486,4,2,2
6422,52,96,1,0,722,1017,479,1235,13085,12683,11105,10785,0,0,20487,4,3,3
6423,52,94,1,0,724,1018,484,1234,13112,12672,11052,10845,0,0,20472,2,4,2
6424,52,95,1,1,713,1035,490,1244,13148,12711,11047,10803,0,0,20481,4,5,1
6425,52,95,1,0,723,1033,499,1253,13020,12785,11018,10885,0,0,20488,1,3,5
6426,52,95,1,0,723,1029,501,1258,13185,12706,11011,10783,1,1,20475,3,4,5
6427,52,97,1,0,736,1039,504,1260,13244,12736,11133,10914,0,0,20472,1,1,2
6428,52,95,1,0,730,1048,509,1254,13110,12845,11110,10832,0,0,20481,4,5,5
6429,52,96,1,0,741,1039,507,1263,13262,12861,11025,10909,0,0,20485,1,2,1
6430,52,98,1,0,734,1041,507,1270,13212,12870,11000,10938,0,0,20479,2,1,1
6431,52,94,1,0,748,1049,510,1266,13253,12854,10985,10905,0,0,20477,5,5,3
6432,52,94,1,1,737,1049,516,1262,13298,12735,11014,10993,0,0,20485,4,4,1
6433,52,98,1,0,753,1057,514,1267,13217,12964,11264,10954,0,0,20474,4,1,2
6434,52,94,1,0,756,1057,524,1268,13331,12768,11212,10998,0,0,20472,3,3,4
6435,52,94,1,0,758,1066,529,1283,13283,12973,11270,10902,0,0,20486,1,5,1
6436,52,98,1,0,758,1062,528,1281,13298,12878,11214,11007,0,0,20485,5,3,1
6437,52,96,1,0,761,1068,538,1283,13163,12933,11076,10925,0,0,20478,2,3,1
6438,52,97,1,0,771,1070,539,1296,13229,12899,11314,11006,0,0,20482,4,1,1
6439,52,95,1,0,773,1073,533,1289,13420,13018,11131,11067,0,0,20487,1,3,3
6440,52,97,1,1,766,1078,541,1290,13386,12933,11172,10983,0,0,20476,2,5,1
6441,52,98,1,0,778,1074,538,1291,13282,12885,11357,11095,0,0,20485,3,1,1
6442,52,98,1,0,775,1076,547,1293,13350,12921,11357,11064,0,0,20478,4,1,5
6443,52,97,1,0,787,1079,551,1304,13438,12977,11339,10999,0,0,20473,4,5,1
6444,52,94,1,0,776,1087,553,1306,13314,13077,11118,11096,0,0,20472,4,5,4
6445,52,94,1,0,780,1099,556,1312,13280,13150,11273,11153,0,0,20486,4,2,4
6446,52,97,1,0,787,1098,556,1306,13431,13023,11286,11108,0,0,20488,5,1,2
6447,52,94,1,0,794,1107,555,1319,13418,13035,11332,11056,0,0,20484,2,2,5
6448,52,96,1,1,802,1105,568,1317,13510,13160,11186,11083,0,0,20486,1,2,2
6449,52,96,1,0,800,1097,571,1315,13452,13065,11267,11096,0,0,20488,4,4,4
6450,52,96,1,0,801,1112,573,1328,13404,13090,11222,11131,0,0,20485,1,1,1
6451,52,97,1,0,804,1110,578,1329,13583,13023,11267,11203,0,1,20488,2,4,1
6452,52,94,1,0,802,1116,581,1328,13496,13078,11342,11126,0,0,20482,4,4,1
6453,52,94,1,0,808,1123,581,1335,13544,13171,11433,11102,0,0,20483,3,3,1
6454,52,95,1,0,815,1122,587,1343,13556,13244,11293,11163,0,0,20480,3,5,5
6455,52,98,1,0,823,1120,585,1341,13587,13282,11477,11236,0,0,20475,5,1,5
6456,52,96,1,1,817,1120,590,1339,13478,13134,11536,11306,0,0,20487,2,1,3
6457,52,94,1,0,824,1131,586,1341,13577,13096,11447,11193,0,0,20481,1,2,3
6458,52,97,1,0,821,1128,592,1348,13487,13185,11278,11172,0,0,20472,5,2,2
6459,52,97,1,0,826,1131,596,1361,13630,13197,11424,11230,0,0,20477,3,3,4
6460,53,97,1,0,837,1137,602,1354,13530,13325,11417,11294,0,0,20482,1,2,3
6461,53,98,1,0,829,1149,598,1362,13549,13321,11584,11310,0,0,20473,3,1,5
6462,53,94,1,0,843,1153,613,1357,13732,13324,11366,11216,0,0,20479,4,2,2
6463,53,96,1,0,840,1146,603,1362,13587,13179,11431,11345,0,0,20488,2,3,2
6464,53,98,1,1,847,1158,617,1368,13759,13380,11378,11296,0,0,20474,4,2,3
6465,53,94,1,0,847,1151,613,1377,13631,13408,11432,11406,0,0,20473,4,5,2
6466,53,96,1,0,847,1159,618,1370,13748,13368,11676,11366,0,0,20477,4,5,1
6467,53,94,1,0,846,1153,623,1386,13833,13326,11672,11320,0,0,20475,1,3,5
6468,53,98,1,0,853,1172,629,1382,13795,13343,11451,11290,0,0,20481,4,3,3
6469,53,97,1,0,859,1162,636,1382,13641,13464,11441,11397,0,0,20481,4,2,5
6470,53,98,1,0,867,1177,638,1390,13762,13502,11451,11355,0,0,20472,4,1,2
6471,53,96,1,0,860,1172,642,1387,13888,13408,11657,11325,0,0,20475,2,2,5
6472,53,97,1,1,867,1180,641,1388,13702,13303,11544,11451,1,0,20486,5,1,1
6473,53,94,1,0,866,1177,635,1401,13714,13415,11527,11506,0,0,20476,1,4,4
6474,53,98,1,0,873,1177,650,1398,13736,13338,11635,11478,0,0,20482,1,5,4
