uptime_s,die_temp_C,sleep_pct,load1,load2,tmp117_0_C,tmp117_1_C,tmp117_2_C,tmp117_3_C,bpx65_a_V,bpx65_b_V,bpw34_a_V,bpw34_b_V,n3163_a,n3163_b,adr4525_V
5119,-12,97,1,0,-17.5469,-15.1094,-19.3828,-13.5234,-0.011375,0.0135,-0.013625,0.00475,0,0,2.5605
5120,-12,98,1,1,-17.5781,-15.1484,-19.4141,-13.4219,-0.011375,0.000875,0.007,0.008375,0,0,2.560375
5121,-12,98,1,0,-17.5234,-15.1641,-19.3281,-13.4531,-0.007625,-0.008625,-0.01775,0.003375,0,0,2.560875
5122,-12,96,1,0,-17.4922,-15.1641,-19.3828,-13.4375,-0.014375,-0.01175,-0.015625,-0.01025,0,0,2.559875
5123,-12,94,1,0,-17.5547,-15.1094,-19.3906,-13.3984,0.00175,-0.014,-0.00475,0.003875,0,0,2.559125
5124,-12,98,1,0,-17.5781,-15.0938,-19.3594,-13.4141,-0.00125,-0.009,0.0015,-0.006125,0,1,2.56025
5125,-12,97,1,0,-17.5703,-15.1328,-19.3828,-13.4219,-0.000375,0.01125,0.0125,-0.00825,0,0,2.560125
5126,-12,94,1,0,-17.5469,-15.0625,-19.3672,-13.4141,-0.00425,-0.002875,-0.00775,0.0105,0,0,2.55925
5127,-12,98,1,0,-17.5547,-15.0703,-19.2891,-13.4219,-0.010625,0.0145,0.007,-0.008875,0,0,2.55975
5128,-12,96,1,1,-17.4531,-15.1094,-19.3281,-13.3984,-0.014125,0.00775,0.009,0.000375,0,0,2.5595
5129,-12,98,1,0,-17.5391,-15.0703,-19.3516,-13.3828,-0.0115,0.014375,0.008625,0.007625,0,0,2.56075
5130,-12,94,1,0,-17.5469,-15.125,-19.3359,-13.4453,-0.005625,0.009375,0.00225,0.000125,0,0,2.560125
5131,-12,95,1,0,-17.5312,-15.1016,-19.3125,-13.4297,-0.005875,0.00475,0.004375,-0.008375,0,0,2.55975
5132,-11,95,1,0,-17.5391,-15.1172,-19.2578,-13.4141,0.009375,-0.011,-0.01325,0.006875,0,0,2.560875
5133,-11,96,1,0,-17.4531,-15.1172,-19.25,-13.3906,0.013125,0.00525,-0.012625,0.00025,0,0,2.559875
5134,-11,98,1,0,-17.4375,-15.1172,-19.2734,-13.3438,0.001,0.0045,-0.009125,0.006,0,0,2.560875
5135,-11,95,1,0,-17.4297,-15.0703,-19.3281,-13.4375,0.0105,-0.007625,-0.00225,-0.007125,0,0,2.5605
5136,-11,95,1,1,-17.4375,-15.0156,-19.2344,-13.3516,-0.003375,-0.011375,0.00375,0.009,0,0,2.5605
5137,-11,96,1,0,-17.5078,-15.0312,-19.3203,-13.3594,-0.009,0.0085,0.00975,0.00625,0,0,2.56075
5138,-11,97,1,0,-17.4141,-15.0312,-19.3203,-13.3516,-0.0065,-0.000125,0.007875,-0.00925,0,0,2.56025
5139,-11,97,1,0,-17.5,-15.0859,-19.2812,-13.3594,-0.00725,0.007875,0.0145,0.010625,0,0,2.559125
5140,-11,96,1,0,-17.5156,-15.0547,-19.3047,-13.3828,0.014,0.003625,0.011625,0.001375,1,0,2.559
5141,-11,97,1,0,-17.5,-15.1094,-19.2969,-13.3594,0.004,0.0095,0.018625,0.002,0,0,2.559625
5142,-11,94,1,0,-17.3906,-15.0156,-19.2812,-13.3125,0.0025,-0.01375,-0.004125,-0.006,0,0,2.56025
5143,-11,98,1,0,-17.3828,-15.0703,-19.2031,-13.2734,-0.014625,-0.0105,-0.004125,-0.0075,0,1,2.559375
5144,-11,96,1,1,-17.4922,-15.0938,-19.1719,-13.3594,0.0045,0.00425,-0.0175,-0.009375,0,0,2.560625
5145,-11,95,1,0,-17.4141,-15.0547,-19.1875,-13.3281,0.003625,0.00325,-0.00075,0.003875,0,0,2.55975
5146,-11,94,1,0,-17.4609,-15.0,-19.2734,-13.3516,0.00975,0.00375,-0.0005,-0.00275,0,0,2.561
5147,-11,98,1,0,-17.375,-15.0469,-19.1641,-13.3125,-0.001375,-0.004875,0.012875,-0.00825,0,0,2.56
5148,-11,98,1,0,-17.4375,-14.9922,-19.2578,-13.2969,0.002375,-0.01475,-0.007625,0.0095,0,0,2.560375
5149,-11,97,1,0,-17.3828,-14.9766,-19.2266,-13.3125,0.00425,0.010875,0.0055,0.010125,0,0,2.56025
5150,-11,95,1,0,-17.3359,-14.9609,-19.2188,-13.2812,0.01375,-0.0145,-0.01,0.004,0,0,2.559
5151,-11,95,1,0,-17.4453,-14.9844,-19.1484,-13.2422,0.008875,0.00925,0.0135,0.0075,0,0,2.5595
5152,-11,96,1,1,-17.4297,-14.9844,-19.1797,-13.3047,-0.012625,-0.006875,0.01025,-0.002625,0,0,2.560875
5153,-11,97,1,0,-17.3906,-15.0,-19.1406,-13.3203,-0.007375,0.0035,0.001625,0.007875,0,0,2.55975
5154,-11,95,1,0,-17.3438,-14.9375,-19.1953,-13.2656,-0.004375,-0.00575,-0.011625,-0.00425,0,0,2.559625
5155,-11,96,1,0,-17.3672,-15.0,-19.1797,-13.2969,-0.000625,-0.01475,-0.000875,0.007125,0,0,2.561
5156,-11,97,1,0,-17.375,-14.9062,-19.125,-13.3047,-0.0095,0.009375,0.00425,-0.0005,0,0,2.560625
5157,-11,98,1,0,-17.3281,-15.0,-19.1484,-13.3203,-0.010875,0.003125,-0.00925,-0.0015,0,0,2.559
5158,-11,97,1,0,-17.3203,-14.9531,-19.1641,-13.2188,-0.00225,0.00025,0.003625,-0.000125,0,0,2.559375
5159,-11,98,1,0,-17.3047,-14.9844,-19.1641,-13.2188,-0.009625,-0.003625,0.004875,-0.006375,0,0,2.560625
5160,-11,95,1,1,-17.3359,-14.9062,-19.1484,-13.2734,0.002375,-0.01175,0.01225,0.00475,1,0,2.561
5161,-11,98,1,0,-17.3906,-14.9453,-19.1641,-13.2812,0.002625,-0.012375,0.01225,0.008,0,0,2.559875
5162,-11,95,1,0,-17.2969,-14.9609,-19.1094,-13.2656,-0.00175,0.015,-0.00825,0.00325,0,0,2.559125
5163,-11,97,1,0,-17.3828,-14.9141,-19.1484,-13.1641,0.002875,0.00825,0.014875,-0.0075,0,0,2.560875
5164,-11,94,1,0,-17.2891,-14.9141,-19.0938,-13.2734,0.007,-0.008625,0.005,0.003375,0,0,2.560625
5165,-11,97,1,0,-17.2578,-14.9219,-19.1172,-13.1797,-0.000375,-0.008125,-0.00225,-0.008375,0,0,2.561
5166,-11,94,1,0,-17.2422,-14.9453,-19.1406,-13.1562,0.002,-0.01425,0.01575,-0.002375,0,0,2.560625
5167,-11,97,1,0,-17.2578,-14.9062,-19.0938,-13.25,0.01025,-0.01225,-0.01525,-0.009875,0,0,2.560125
5168,-11,95,1,1,-17.3047,-14.8906,-19.0312,-13.1797,-0.00125,0.01125,-0.012375,0.011125,0,0,2.5595
5169,-11,97,1,0,-17.2734,-14.8672,-19.1484,-13.2266,0.005125,0.013625,0.001375,0.00125,0,0,2.559625
5170,-11,97,1,0,-17.3359,-14.8359,-19.0312,-13.2109,0.0115,-0.008,0.008625,0.0095,0,0,2.5595
5171,-11,97,1,0,-17.2656,-14.9141,-19.1016,-13.2109,0.009125,0.005375,-0.015125,-0.0075,0,0,2.56025
5172,-11,96,1,0,-17.25,-14.8047,-19.0703,-13.1094,0.010875,0.002625,-0.01075,0.002625,0,0,2.5595
5173,-11,98,1,0,-17.25,-14.8906,-19.0,-13.2188,0.007625,0.0125,0.01775,-0.010375,0,0,2.560875
5174,-11,95,1,0,-17.2969,-14.9141,-19.0156,-13.1562,-0.00825,-0.014,-0.005875,-0.005875,0,0,2.559
5175,-11,94,1,0,-17.25,-14.7891,-19.0078,-13.1719,-0.01375,0.01075,-0.003375,-0.0045,0,0,2.5605
5176,-11,98,1,1,-17.3047,-14.8047,-19.0234,-13.1484,0.01025,0.00375,0.010375,0.009375,0,0,2.56
5177,-11,95,1,0,-17.2891,-14.8984,-19.0391,-13.1328,0.013125,-0.010875,0.009375,0.00525,0,0,2.55975
5178,-11,94,1,0,-17.1719,-14.8516,-19.0859,-13.1797,0.008625,0.00875,-0.005875,-0.01,0,0,2.559125
5179,-11,98,1,0,-17.2109,-14.7812,-19.0859,-13.1641,0.00075,-0.004125,0.0065,0.010125,0,1,2.560125
5180,-11,95,1,0,-17.1562,-14.7891,-18.9844,-13.1562,0.002875,-0.01275,-0.0095,-0.009125,0,0,2.560875
5181,-11,96,1,0,-17.2109,-14.8281,-18.9922,-13.1562,0.0015,0.014375,-0.016375,0.002125,0,0,2.55925
5182,-11,97,1,0,-17.1719,-14.7812,-19.0156,-13.0859,-0.00775,-0.0075,-0.0045,-0.00875,0,0,2.56025
5183,-11,98,1,0,-17.2578,-14.75,-18.9766,-13.0469,-0.000125,0.0055,0.011875,0.001125,0,0,2.560875
5184,-11,94,1,1,-17.25,-14.7578,-18.9922,-13.0703,0.0035,0.00125,0.009125,0.00175,0,0,2.56075
5185,-11,96,1,0,-17.125,-14.7969,-18.9609,-13.0703,-0.009125,0.007875,-0.00025,0.007125,0,0,2.559375
5186,-11,96,1,0,-17.1562,-14.7344,-18.9688,-13.0547,-0.008875,0.008125,0.018375,0.006125,0,0,2.560625
5187,-11,94,1,0,-17.1172,-14.7812,-18.9922,-13.0078,0.002375,0.00525,0.002375,-0.008,0,0,2.55975
5188,-11,94,1,0,-17.1641,-14.7656,-19.0156,-13.0859,0.0,-0.013125,0.00825,0.010375,0,0,2.56025
5189,-11,98,1,0,-17.2109,-14.7188,-19.0,-13.1094,0.00075,0.014375,0.01775,-0.001375,0,0,2.560125
5190,-11,98,1,0,-17.1875,-14.7812,-18.9297,-13.1094,-0.01475,-0.001125,-0.009625,0.00275,0,0,2.560625
5191,-11,98,1,0,-17.1875,-14.7656,-18.9531,-13.0234,0.01275,0.010375,0.006125,-0.005,0,0,2.56
5192,-11,94,1,1,-17.125,-14.7031,-18.9531,-13.0547,0.011375,0.011125,-0.00175,0.00475,0,0,2.5595
5193,-11,94,1,0,-17.0938,-14.6797,-18.8828,-12.9688,0.00125,0.00775,-0.017625,0.001625,0,0,2.559125
5194,-11,94,1,0,-17.125,-14.7266,-18.875,-13.0156,0.01125,-0.001,-0.01575,-0.002625,0,0,2.55975
5195,-11,97,1,0,-17.1641,-14.7031,-18.875,-12.9766,0.009125,0.013625,0.01375,-0.003625,0,0,2.5595
5196,-11,98,1,0,-17.1562,-14.7422,-18.9688,-13.0078,0.00725,0.01025,0.014625,0.006125,0,0,2.559
5197,-11,94,1,0,-17.1016,-14.6719,-18.9297,-13.0391,-0.009375,-0.002125,-0.0075,0.00725,0,0,2.561
5198,-11,97,1,0,-17.1562,-14.6875,-18.9531,-12.9531,-0.01175,0.00325,-0.0005,0.007625,0,0,2.559625
5199,-11,97,1,0,-17.0781,-14.6406,-18.8906,-13.0,-0.014125,0.01475,0.0185,-0.007375,0,0,2.55975
5200,-11,98,1,1,-17.1328,-14.6328,-18.8828,-13.0234,0.007375,0.014875,0.004375,-0.004625,0,0,2.559
5201,-11,94,1,0,-17.1172,-14.6562,-18.8438,-12.9531,-0.000875,-0.010875,0.0105,-0.01075,0,0,2.559375
5202,-11,98,1,0,-17.125,-14.6172,-18.8906,-12.9766,-0.0045,0.0085,0.012,0.007625,0,0,2.559625
5203,-11,95,1,0,-17.0078,-14.6641,-18.8438,-12.9844,0.003625,-0.012375,0.008625,-0.002375,0,0,2.56025
5204,-11,96,1,0,-17.0703,-14.7031,-18.8906,-12.9531,-0.00775,-0.012125,-0.003375,0.00725,0,0,2.559125
5205,-11,96,1,0,-17.0156,-14.5859,-18.8672,-12.9766,-0.007,0.003875,0.0065,0.00825,0,0,2.559875
5206,-11,95,1,0,-17.0781,-14.6016,-18.7812,-12.9922,-0.0015,-0.004125,0.01775,-0.006875,0,0,2.560375
5207,-11,96,1,0,-17.0391,-14.6953,-18.8359,-12.9062,0.011375,-0.009125,0.007375,-0.0025,0,0,2.559
5208,-11,97,1,1,-17.0625,-14.6719,-18.8047,-12.8672,-0.0045,0.000375,-0.002875,-0.005625,1,0,2.560125
5209,-11,98,1,0,-17.0078,-14.5781,-18.8672,-12.9453,-0.004375,0.009875,0.01625,-0.002,0,0,2.5605
5210,-11,96,1,0,-16.9688,-14.5625,-18.7734,-12.9531,-0.013125,0.005,-0.0055,0.0035,0,0,2.559375
5211,-11,96,1,0,-17.0,-14.625,-18.8125,-12.8516,0.013875,0.003,0.015375,0.01075,0,1,2.560875
5212,-11,94,1,0,-17.0547,-14.5547,-18.8438,-12.9297,0.012,-0.007625,0.01725,-0.0005,0,0,2.560875
5213,-11,94,1,0,-16.9766,-14.6406,-18.7812,-12.8672,-0.00575,0.00575,0.001,-0.01075,0,0,2.560375
5214,-11,96,1,0,-16.9453,-14.6328,-18.8125,-12.9453,-0.003125,0.004125,-0.0075,0.007375,0,0,2.5605
5215,-11,96,1,0,-17.0234,-14.5859,-18.8047,-12.8359,-0.000125,0.0045,0.00875,0.001125,0,0,2.559875
5216,-11,95,1,1,-16.9297,-14.5938,-18.7812,-12.8438,-0.014,-0.003875,-0.00875,-0.010375,0,0,2.55975
5217,-11,97,1,0,-17.0078,-14.5938,-18.7734,-12.9219,-0.004,-0.014125,0.007625,-0.007375,0,0,2.5605
5218,-11,98,1,0,-17.0156,-14.5547,-18.7188,-12.7891,0.008625,-0.002125,-0.016875,-0.00625,0,0,2.56
5219,-11,97,1,0,-16.9766,-14.5312,-18.7812,-12.8984,0.01,-0.001625,-0.014875,-0.011,0,0,2.55925
5220,-11,94,1,0,-16.9453,-14.5469,-18.7891,-12.8984,0.005125,-0.002,0.01825,0.002,0,0,2.56
5221,-11,95,1,0,-16.9375,-14.4766,-18.7734,-12.8828,-0.006625,-0.01475,-0.010125,0.006625,0,0,2.559375
5222,-11,97,1,0,-16.9609,-14.4609,-18.6797,-12.8828,0.00575,-0.001,-0.01175,0.0045,0,0,2.559875
5223,-11,96,1,0,-16.9375,-14.5234,-18.6953,-12.8672,-0.00825,-0.011625,-0.005,-0.00175,0,0,2.55975
5224,-11,94,1,1,-16.9297,-14.5469,-18.6953,-12.7656,-0.01125,0.00425,-0.001,0.003875,1,0,2.5595
5225,-11,97,1,0,-16.9219,-14.4375,-18.6484,-12.8594,0.00225,-0.010875,0.016375,-0.003,0,0,2.56075
5226,-11,97,1,0,-16.8359,-14.5,-18.7188,-12.8047,-0.007375,0.009625,-0.013375,-0.010625,0,0,2.55975
5227,-11,98,1,0,-16.8828,-14.4531,-18.7109,-12.7266,-0.0085,0.011625,0.01475,0.00425,0,0,2.559625
5228,-11,98,1,0,-16.9297,-14.4844,-18.7188,-12.8359,-0.00975,-0.006375,0.014375,-0.00025,0,0,2.5605
5229,-11,94,1,0,-16.8984,-14.5,-18.7031,-12.7891,-0.012625,-0.011,0.005125,-0.008875,0,0,2.560625
5230,-11,98,1,0,-16.8516,-14.5078,-18.7188,-12.7578,-0.00675,-0.01025,-0.006875,-0.0095,0,0,2.560625
5231,-11,98,1,0,-16.8047,-14.4375,-18.625,-12.7734,-0.004625,0.010875,0.01175,0.00475,0,0,2.559375
5232,-11,97,1,1,-16.9062,-14.5078,-18.5938,-12.7969,-0.0115,-0.009875,0.01025,-0.002625,0,0,2.559625
5233,-11,94,1,0,-16.875,-14.4297,-18.6094,-12.7656,-0.01075,0.00175,-0.0055,-0.009125,0,0,2.561
5234,-11,94,1,0,-16.8672,-14.3906,-18.6641,-12.6719,-0.00225,-0.01475,0.010875,0.002375,0,0,2.560125
5235,-11,97,1,0,-16.7734,-14.375,-18.5625,-12.7422,0.00925,0.010875,0.01775,-0.009625,0,0,2.561
5236,-11,94,1,0,-16.7812,-14.3984,-18.5859,-12.7344,0.009125,0.0065,-0.009875,0.0055,0,0,2.560125
5237,-11,96,1,0,-16.8281,-14.4531,-18.5547,-12.6562,0.00025,-0.003125,0.01825,0.000875,0,1,2.561
5238,-11,94,1,0,-16.8516,-14.3672,-18.5703,-12.6953,-0.0065,0.01025,0.017375,-0.0035,0,0,2.55975
5239,-11,98,1,0,-16.7578,-14.3984,-18.6484,-12.7422,0.005,-0.000375,-0.008625,0.006625,0,0,2.56075
5240,-11,94,1,1,-16.7734,-14.3594,-18.6016,-12.6797,0.01425,0.00275,-0.00875,-0.010125,0,0,2.56075
5241,-11,94,1,0,-16.7188,-14.3281,-18.5938,-12.6562,-0.005625,0.012375,-0.0085,0.001,0,0,2.560375
5242,-11,96,1,0,-16.7578,-14.4062,-18.5234,-12.6875,0.002875,-0.011625,-0.014875,-0.010875,0,0,2.560375
5243,-11,97,1,0,-16.75,-14.4062,-18.5859,-12.6719,-0.010625,0.00675,-0.013,0.0055,0,0,2.5605
5244,-11,98,1,0,-16.8047,-14.3672,-18.5938,-12.6641,-0.004625,-0.014875,-0.010375,-0.0045,0,0,2.56025
5245,-11,95,1,0,-16.7656,-14.3359,-18.5703,-12.5938,-0.01,-0.00275,-0.013125,-0.006125,0,0,2.559375
5246,-11,94,1,0,-16.7266,-14.2969,-18.4922,-12.6953,0.013125,-0.006625,-0.008375,-0.005125,0,0,2.560125
5247,-11,95,1,0,-16.7891,-14.2969,-18.5156,-12.5938,0.00725,0.000375,0.001875,-0.007125,0,0,2.561
5248,-11,95,1,1,-16.6719,-14.2812,-18.5781,-12.625,0.012125,-0.009375,-0.013625,-0.000875,0,0,2.55975
5249,-11,94,1,0,-16.7266,-14.3203,-18.5469,-12.6094,-0.008125,-0.00925,0.006,0.008125,0,0,2.560125
5250,-11,97,1,0,-16.6953,-14.3438,-18.4531,-12.5391,-0.007375,0.004875,-0.011,-0.009625,0,0,2.56025
5251,-11,95,1,0,-16.6562,-14.3359,-18.4922,-12.5547,-0.002875,-0.013625,0.003,-0.00925,0,0,2.56
5252,-11,96,1,0,-16.625,-14.3359,-18.4531,-12.5391,-0.0085,0.015,-0.003125,0.000375,0,0,2.560125
5253,-11,98,1,0,-16.6641,-14.2969,-18.5234,-12.6094,0.0015,0.006375,0.0035,-0.0105,0,0,2.559375
5254,-11,96,1,0,-16.6797,-14.2422,-18.4922,-12.5156,0.00275,-0.011125,-0.013375,0.00825,0,0,2.559875
5255,-11,97,1,0,-16.6094,-14.2188,-18.5234,-12.5469,-0.015,0.00175,-0.011,0.001,0,0,2.561
5256,-11,97,1,1,-16.6797,-14.2812,-18.4297,-12.5547,-0.01075,0.001375,0.008875,0.01,0,0,2.56075
5257,-11,97,1,0,-16.6328,-14.2031,-18.4922,-12.5547,-0.014375,-0.0115,0.008,0.008125,0,0,2.55975
5258,-11,95,1,0,-16.6484,-14.2812,-18.4766,-12.5234,-0.0015,-0.00175,0.014375,-0.0085,0,0,2.559375
5259,-11,96,1,0,-16.6641,-14.2734,-18.375,-12.4688,0.012625,0.013875,0.012875,0.009625,0,0,2.560875
5260,-11,94,1,0,-16.5859,-14.25,-18.4453,-12.5703,-0.009875,0.002875,0.005625,-0.001875,1,0,2.560375
5261,-11,97,1,0,-16.5703,-14.2734,-18.4688,-12.5234,0.009875,-0.014125,-0.00525,-0.00125,0,0,2.560125
5262,-11,94,1,0,-16.6328,-14.2109,-18.3438,-12.4375,0.00975,-0.003625,0.001125,0.00325,0,0,2.559375
5263,-11,97,1,0,-16.6094,-14.1328,-18.4453,-12.4609,0.011,-0.004,-0.01525,-0.000875,0,0,2.560125
5264,-11,96,1,1,-16.6016,-14.1562,-18.4453,-12.5312,-0.00875,-0.003625,-0.001875,-0.01125,0,0,2.560125
5265,-11,98,1,0,-16.6328,-14.125,-18.3281,-12.5156,-0.0005,-0.003875,-0.015375,0.006,0,0,2.56
5266,-11,95,1,0,-16.5781,-14.1562,-18.3359,-12.4844,0.00375,0.014375,0.006375,0.007625,0,0,2.559625
5267,-11,98,1,0,-16.5156,-14.1172,-18.3516,-12.4219,-0.003375,0.0045,0.016625,0.010875,0,0,2.561
5268,-11,98,1,0,-16.6094,-14.0859,-18.3906,-12.4375,-0.006875,0.009375,-0.0125,-0.00425,0,0,2.559
5269,-11,95,1,0,-16.5078,-14.2031,-18.3516,-12.4375,-0.006375,0.003125,0.01375,-0.007875,0,0,2.561
5270,-11,94,1,0,-16.5938,-14.1953,-18.3516,-12.4844,0.006,-0.00375,-0.01825,0.0015,0,0,2.56
5271,-11,96,1,0,-16.5547,-14.0938,-18.3047,-12.3594,0.00975,0.01,-0.003875,-0.003375,0,0,2.5595
5272,-11,95,1,1,-16.5078,-14.1562,-18.375,-12.4219,-0.008125,-0.009875,0.00825,0.007875,0,0,2.559625
5273,-11,94,1,0,-16.5547,-14.1641,-18.2891,-12.4375,-0.004375,-0.000125,0.0115,-0.001,0,0,2.56025
5274,-10,97,1,0,-16.5547,-14.0781,-18.3359,-12.4297,0.004375,-0.006625,0.011,-0.00575,0,1,2.560875
5275,-10,96,1,0,-16.4688,-14.1172,-18.3281,-12.4141,0.009625,-0.013375,0.016,-0.004125,0,0,2.56025
5276,-10,97,1,0,-16.5312,-14.1172,-18.2578,-12.4062,0.01475,-0.0105,-0.01725,-0.008,0,0,2.56075
5277,-10,96,1,0,-16.4688,-14.1016,-18.2812,-12.3516,0.01175,0.01475,0.014125,-0.005,0,0,2.5605
5278,-10,94,1,0,-16.4609,-14.125,-18.2812,-12.3438,-0.0145,-0.003375,-0.011125,0.00375,0,0,2.560625
5279,-10,96,1,0,-16.3906,-14.0625,-18.2109,-12.3828,0.012875,0.002125,-0.006125,0.0025,0,0,2.560875
5280,-10,95,1,1,-16.3828,-14.0859,-18.2656,-12.3906,0.006,0.01,0.01225,-0.005,0,0,2.5605
5281,-10,94,1,0,-16.4922,-14.0312,-18.2422,-12.2812,0.005375,-0.009,0.014625,-0.00825,0,0,2.559875
5282,-10,96,1,0,-16.4531,-13.9766,-18.1641,-12.3438,0.0075,-0.01125,0.008125,0.0105,0,0,2.559875
5283,-10,97,1,0,-16.3594,-13.9531,-18.2578,-12.2969,-0.004875,0.0125,0.01425,0.00225,0,0,2.560875
5284,-10,98,1,0,-16.4375,-14.0391,-18.1797,-12.2891,-0.000125,0.00375,0.0165,-0.00375,0,0,2.559375
5285,-10,97,1,0,-16.3594,-14.0547,-18.1484,-12.2812,-0.01475,-0.001625,0.0035,-0.005125,1,0,2.56
5286,-10,97,1,0,-16.4062,-14.0469,-18.1719,-12.2969,-0.01225,0.011125,0.00875,0.006875,0,0,2.56
5287,-10,97,1,0,-16.4062,-13.9375,-18.1328,-12.3359,0.01025,-0.0075,-0.004,-0.006875,0,0,2.55975
5288,-10,95,1,1,-16.4141,-14.0078,-18.1641,-12.2812,0.00325,0.001,0.016625,0.002125,0,0,2.56025
5289,-10,95,1,0,-16.375,-13.8984,-18.1328,-12.2109,-0.000125,-0.013625,0.01325,-0.00175,0,1,2.55975
5290,-10,98,1,0,-16.375,-13.9297,-18.1328,-12.2422,-0.011625,-0.004,-0.00225,-0.000125,0,0,2.55975
5291,-10,98,1,0,-16.3047,-13.9609,-18.125,-12.1797,-0.01,-0.001125,-0.017,0.008,0,0,2.559125
5292,-10,98,1,0,-16.3672,-13.9609,-18.1953,-12.2266,-0.005875,-0.008875,-0.01875,-0.003125,0,0,2.559625
5293,-10,94,1,0,-16.2734,-13.9219,-18.1641,-12.1953,0.005125,0.0025,-0.00275,0.008875,0,0,2.55975
5294,-10,95,1,0,-16.3047,-13.9141,-18.1562,-12.2109,0.005875,0.012,0.0125,-0.00125,0,0,2.559875
5295,-10,95,1,0,-16.3125,-13.9688,-18.0938,-12.2656,-0.00675,0.006625,-0.017375,0.006375,0,0,2.560375
5296,-10,97,1,1,-16.3125,-13.8359,-18.1484,-12.2344,0.004875,-0.004,-0.013875,0.006125,0,0,2.559875
5297,-10,95,1,0,-16.25,-13.9297,-18.0391,-12.1953,0.00475,0.001375,-0.005125,0.008625,0,0,2.561
5298,-10,98,1,0,-16.2188,-13.9141,-18.0703,-12.125,0.013625,0.009125,-0.0135,-0.0085,0,0,2.561
5299,-10,94,1,0,-16.3047,-13.8047,-18.0156,-12.1562,-0.000375,-0.013625,0.013125,0.004375,0,0,2.559125
5300,-10,95,1,0,-16.25,-13.8984,-18.1016,-12.1484,0.005875,-0.007125,0.012,0.003,0,0,2.56
5301,-10,98,1,0,-16.1953,-13.8984,-18.0,-12.0859,-0.000375,0.0115,-0.011375,0.00875,0,0,2.5595
5302,-10,94,1,0,-16.2891,-13.7812,-17.9922,-12.1328,0.00225,0.004,0.014375,0.002,0,0,2.559
5303,-10,94,1,0,-16.25,-13.8516,-17.9922,-12.1484,0.01325,0.01025,0.00975,0.00975,0,0,2.559
5304,-10,94,1,1,-16.1719,-13.7891,-18.0781,-12.1328,-0.0055,-0.011875,-0.00625,-0.004625,0,0,2.560375
5305,-10,97,1,0,-16.1484,-13.8672,-18.0391,-12.1484,0.00875,-0.01475,0.018125,0.003125,0,0,2.560125
5306,-10,98,1,0,-16.1406,-13.8047,-18.0391,-12.1016,0.0005,0.00075,0.011375,-0.0065,0,0,2.5605
5307,-10,94,1,0,-16.1797,-13.7812,-17.9531,-12.1406,-0.004875,-0.010625,0.015,0.002,0,0,2.559125
5308,-10,94,1,0,-16.1719,-13.7344,-18.0,-12.1328,-0.00025,-0.012125,-0.0085,0.0055,0,0,2.559375
5309,-10,97,1,0,-16.1328,-13.8281,-17.9609,-12.125,-0.0025,-0.0005,0.00675,0.008,0,0,2.560375
5310,-10,97,1,0,-16.1016,-13.7656,-17.9844,-12.0625,-0.008,-0.0035,0.008875,0.00325,0,0,2.559
5311,-10,95,1,0,-16.1797,-13.6953,-17.9219,-12.0391,-0.00675,0.009125,-0.009,0.007375,0,0,2.5605
5312,-10,94,1,1,-16.2031,-13.7188,-17.9453,-12.0625,0.0115,-0.007375,-0.00625,-0.0095,0,0,2.55975
5313,-10,96,1,0,-16.1562,-13.7656,-17.9922,-12.0156,-0.010125,0.012125,-0.00425,-0.004,0,0,2.560875
5314,-10,95,1,0,-16.1641,-13.75,-17.875,-12.0,-0.002125,0.002125,-0.004875,-0.004375,0,0,2.559625
5315,-10,96,1,0,-16.1562,-13.7656,-17.9062,-12.0,0.002625,0.00025,-0.003375,-0.009375,0,0,2.559875
5316,-10,94,1,0,-16.0625,-13.7344,-17.9609,-12.0625,-0.013875,0.0135,0.005,-0.004625,0,0,2.560125
5317,-10,96,1,0,-16.0625,-13.6641,-17.8828,-11.9453,-0.01125,0.00925,-0.017625,0.006,0,0,2.56025
5318,-10,96,1,0,-16.1172,-13.7266,-17.9453,-11.9609,0.0145,0.005125,0.0105,0.0,0,0,2.559375
5319,-10,97,1,0,-16.0938,-13.6797,-17.8359,-11.9141,-0.013875,-0.00375,-0.010125,0.004875,0,0,2.560625
5320,-10,95,1,1,-16.0859,-13.6641,-17.9219,-11.9766,0.001125,-0.012,0.008125,0.00075,0,0,2.561
5321,-10,95,1,0,-16.0469,-13.6016,-17.8438,-11.9609,-0.009375,0.006875,0.01075,0.006875,0,0,2.56075
5322,-10,97,1,0,-15.9922,-13.6016,-17.8516,-11.9219,0.002125,-0.01075,-0.0015,-0.003,0,0,2.560125
5323,-10,95,1,0,-16.0312,-13.6719,-17.7812,-11.8828,0.008125,-0.0005,-0.0095,-0.00325,0,0,2.56025
5324,-10,95,1,0,-16.0469,-13.5859,-17.8125,-11.9766,0.005875,-0.002375,-0.006375,-0.00475,0,0,2.559625
5325,-10,95,1,0,-15.9609,-13.6094,-17.8125,-11.875,0.009,-0.008625,0.005625,-0.0025,1,0,2.559875
5326,-10,97,1,0,-16.0547,-13.5859,-17.8359,-11.9453,0.0045,-0.00075,-0.0145,-0.00225,0,0,2.56
5327,-10,94,1,0,-16.0391,-13.5391,-17.8047,-11.9297,-0.002625,0.0145,0.002125,-0.00075,0,1,2.56025
5328,-10,98,1,1,-15.9531,-13.5391,-17.8125,-11.8594,0.00425,-0.002625,0.004625,-0.00475,0,0,2.55975
