tmp117_0_C,tmp117_1_C,tmp117_2_C,tmp117_3_C
-12.6562,-10.2656,-14.4453,-8.5312
-12.625,-10.1562,-14.3828,-8.4688
-12.5625,-10.1719,-14.3984,-8.4688
-12.5469,-10.1953,-14.4141,-8.4531
-12.5859,-10.1719,-14.3906,-8.5
-12.4844,-10.1797,-14.3828,-8.4922
-12.4766,-10.0781,-14.2969,-8.4062
-12.4531,-10.1094,-14.3594,-8.3438
-12.4453,-10.1172,-14.2578,-8.3828
-12.4766,-10.0547,-14.2656,-8.3203
-12.4922,-10.0312,-14.2812,-8.3125
-12.4062,-10.0625,-14.1875,-8.2734
-12.3984,-10.0078,-14.1562,-8.3359
-12.3438,-10.0,-14.2031,-8.3203
-12.3594,-9.9766,-14.1641,-8.2734
-12.3672,-9.9297,-14.1719,-8.2578
-12.4062,-9.9844,-14.125,-8.2344
-12.375,-9.8984,-14.1094,-8.1797
-12.3516,-9.9531,-14.0625,-8.2812
-12.3359,-9.9453,-14.0781,-8.2031
-12.3516,-9.9453,-14.1094,-8.1484
-12.2812,-9.8125,-14.0156,-8.1328
-12.2969,-9.8281,-14.1094,-8.1953
-12.2969,-9.8828,-14.0469,-8.1328
-12.2422,-9.8516,-14.0234,-8.1172
-12.2344,-9.75,-13.9531,-8.0703
-12.1875,-9.7891,-14.0312,-8.1406
-12.1719,-9.8359,-13.9609,-8.0703
-12.1953,-9.7188,-13.9609,-8.0859
-12.1641,-9.6875,-13.9688,-8.0
-12.1328,-9.7578,-13.875,-8.0547
-12.0781,-9.7109,-13.875,-8.0469
-12.125,-9.7109,-13.8984,-8.0
-12.1172,-9.6484,-13.9141,-7.9609
-12.0547,-9.6875,-13.8984,-8.0078
-12.0312,-9.5781,-13.8438,-7.9219
-11.9766,-9.6719,-13.8672,-7.9062
-11.9766,-9.6641,-13.7578,-7.8672
-11.9297,-9.5625,-13.8125,-7.8516
-12.0234,-9.5625,-13.7812,-7.9219
-11.9609,-9.5547,-13.7578,-7.8359
-11.9531,-9.5312,-13.7734,-7.8516
-11.8672,-9.5859,-13.6641,-7.8047
-11.9453,-9.4453,-13.6641,-7.8438
-11.8828,-9.5,-13.7109,-7.7578
-11.8906,-9.5156,-13.6875,-7.7344
-11.8594,-9.4062,-13.6797,-7.7891
-11.8516,-9.4766,-13.6328,-7.7734
-11.8828,-9.3828,-13.6641,-7.7109
-11.7578,-9.4375,-13.5781,-7.6797
-11.8203,-9.3594,-13.6406,-7.6797
-11.7422,-9.3203,-13.5859,-7.6719
-11.7031,-9.3516,-13.5156,-7.625
-11.7891,-9.2969,-13.5391,-7.6094
-11.6797,-9.3203,-13.5625,-7.6328
-11.6719,-9.2734,-13.4531,-7.6562
-11.6484,-9.2734,-13.5078,-7.5234
-11.7031,-9.2969,-13.4531,-7.6016
-11.5938,-9.3125,-13.4844,-7.5625
-11.6172,-9.2266,-13.4922,-7.5781
-11.625,-9.1719,-13.375,-7.5391
-11.6641,-9.2109,-13.4531,-7.5625
-11.5781,-9.2422,-13.4141,-7.4531
-11.5469,-9.125,-13.4297,-7.4844
-11.5625,-9.1016,-13.3203,-7.5078
-11.5312,-9.1641,-13.2891,-7.4141
-11.4766,-9.1016,-13.2656,-7.4453
-11.5391,-9.1406,-13.2344,-7.3906
-11.4922,-9.0625,-13.2344,-7.3984
-11.5234,-9.0312,-13.2734,-7.3125
-11.4766,-9.0391,-13.2969,-7.3672
-11.3984,-9.0078,-13.2188,-7.3594
-11.3828,-9.0625,-13.25,-7.3203
-11.3906,-8.9922,-13.1641,-7.3516
-11.3438,-9.0,-13.1953,-7.2969
-11.3984,-9.0078,-13.1484,-7.2656
-11.3438,-8.9453,-13.0938,-7.3047
-11.3438,-8.9531,-13.0625,-7.2422
-11.2734,-8.8594,-13.0703,-7.2188
-11.3359,-8.8672,-13.0391,-7.1406
-11.2734,-8.8203,-13.0156,-7.2188
-11.2734,-8.8828,-12.9922,-7.1719
-11.1875,-8.8594,-13.0391,-7.1094
-11.1719,-8.7969,-13.0391,-7.1016
-11.1953,-8.8047,-12.9688,-7.1406
-11.1406,-8.7812,-12.9844,-7.0234
-11.1328,-8.7031,-12.9844,-7.0391
-11.1484,-8.7812,-12.8984,-7.0703
-11.1172,-8.75,-12.9688,-7.0625
-11.0547,-8.7109,-12.8828,-7.0234
-11.0938,-8.7266,-12.9375,-7.0547
-11.0391,-8.6484,-12.8516,-7.0391
-11.1016,-8.6094,-12.8438,-7.0
-11.0,-8.5859,-12.8359,-6.9844
-10.9766,-8.5938,-12.7812,-6.8672
-11.0156,-8.6094,-12.7578,-6.8984
-10.9453,-8.5469,-12.7656,-6.8906
-10.9141,-8.6094,-12.8125,-6.9219
-10.9766,-8.5547,-12.7422,-6.875
-10.8984,-8.5938,-12.7422,-6.875
-10.9062,-8.5,-12.75,-6.8594
-10.9609,-8.5156,-12.6562,-6.8516
-10.875,-8.4297,-12.7031,-6.8281
-10.8516,-8.5,-12.7031,-6.8125
-10.8125,-8.4141,-12.6172,-6.7422
-10.7656,-8.375,-12.6094,-6.7891
-10.8672,-8.3828,-12.5703,-6.7266
-10.8047,-8.4219,-12.6328,-6.75
-10.8203,-8.3828,-12.5156,-6.6172
-10.7891,-8.2969,-12.5625,-6.6719
-10.7109,-8.3281,-12.5547,-6.5781
-10.7266,-8.3828,-12.4922,-6.5703
-10.7578,-8.3047,-12.5625,-6.5625
-10.625,-8.2812,-12.4297,-6.6016
-10.6562,-8.2969,-12.4844,-6.5625
-10.6797,-8.2578,-12.4141,-6.5234
-10.6484,-8.25,-12.4297,-6.5312
-10.6094,-8.1484,-12.4219,-6.4531
-10.5625,-8.2031,-12.375,-6.4609
-10.5156,-8.1172,-12.3672,-6.4922
-10.5391,-8.1641,-12.3047,-6.4297
-10.5078,-8.1172,-12.3281,-6.3906
-10.4609,-8.1797,-12.3281,-6.4219
-10.5625,-8.1172,-12.3438,-6.3594
-10.4531,-8.1094,-12.3359,-6.3516
-10.5078,-8.1172,-12.3047,-6.4062
-10.3984,-8.0391,-12.2031,-6.3828
-10.4766,-8.0547,-12.1875,-6.3281
-10.4609,-8.0469,-12.2109,-6.3125
-10.3516,-8.0,-12.2422,-6.2891
-10.4141,-7.9297,-12.1797,-6.3359
-10.3047,-7.9766,-12.125,-6.3047
-10.2891,-7.875,-12.1328,-6.2422
-10.375,-7.8906,-12.1641,-6.2656
-10.3594,-7.8594,-12.1484,-6.1406
-10.25,-7.8906,-12.1094,-6.1172
-10.2031,-7.8281,-12.0391,-6.1094
-10.2891,-7.8594,-12.0,-6.1641
-10.1719,-7.7656,-11.9766,-6.0781
-10.1562,-7.8438,-12.0234,-6.0938
-10.2266,-7.7266,-12.0234,-6.0938
-10.1094,-7.7266,-12.0156,-6.0156
-10.1562,-7.8125,-11.8984,-6.0859
-10.1016,-7.7734,-11.9922,-6.0703
-10.0703,-7.7734,-11.8516,-5.9922
-10.1562,-7.7109,-11.8359,-6.0
-10.0312,-7.6328,-11.8438,-5.9688
-10.1172,-7.6484,-11.9062,-5.9062
-10.0391,-7.6406,-11.8281,-5.9844
-10.0312,-7.6562,-11.8125,-5.8984
-10.0078,-7.5391,-11.7891,-5.9062
-9.9688,-7.6016,-11.8203,-5.8281
-9.9453,-7.5703,-11.7188,-5.8125
-9.9922,-7.6016,-11.7422,-5.8047
-9.9766,-7.5078,-11.7266,-5.8125
-9.8672,-7.5234,-11.6562,-5.8047
-9.8438,-7.4844,-11.7188,-5.75
-9.8359,-7.4609,-11.6719,-5.7109
-9.8125,-7.4219,-11.6328,-5.7109
-9.7734,-7.4297,-11.6484,-5.7734
-9.7734,-7.4688,-11.6406,-5.7734
-9.7734,-7.4453,-11.6328,-5.6328
-9.7812,-7.375,-11.625,-5.6797
-9.6953,-7.3359,-11.5547,-5.6172
-9.7969,-7.2891,-11.5234,-5.5859
-9.7578,-7.3438,-11.5547,-5.6641
-9.7266,-7.2344,-11.5547,-5.6094
-9.6172,-7.2656,-11.5312,-5.6172
-9.7188,-7.2578,-11.5,-5.5703
-9.6406,-7.2734,-11.4297,-5.5938
-9.6172,-7.1641,-11.3594,-5.5625
-9.5625,-7.2188,-11.4609,-5.4609
-9.6016,-7.2188,-11.3516,-5.5156
-9.5625,-7.1406,-11.4062,-5.4062
-9.6016,-7.1875,-11.3516,-5.4609
-9.5781,-7.1484,-11.3438,-5.375
-9.5234,-7.0938,-11.3594,-5.4688
-9.4297,-7.0781,-11.2891,-5.4297
-9.4453,-7.0156,-11.2344,-5.3047
-9.5,-7.0391,-11.2188,-5.3906
-9.3906,-7.0469,-11.1875,-5.2812
-9.3516,-7.0625,-11.2578,-5.3281
-9.3438,-7.0469,-11.1875,-5.25
-9.3438,-6.9219,-11.1172,-5.3047
-9.3594,-7.0,-11.1484,-5.1953
-9.2891,-6.8906,-11.125,-5.1719
-9.3438,-6.8906,-11.1016,-5.1719
-9.2422,-6.9297,-11.0625,-5.2109
-9.2422,-6.8125,-11.0156,-5.2266
-9.2578,-6.9141,-11.0547,-5.1719
-9.2031,-6.7969,-11.0625,-5.1328
-9.2031,-6.7891,-10.9766,-5.0547
-9.1797,-6.7734,-11.0391,-5.1094
-9.1484,-6.7344,-11.0,-5.0703
-9.1797,-6.7266,-10.9141,-5.1094
-9.1016,-6.7891,-10.9297,-5.1016
-9.1797,-6.7812,-10.9609,-5.0391
-9.0781,-6.75,-10.8672,-5.0078
-9.1094,-6.7188,-10.9297,-5.0312
-9.0,-6.6719,-10.8672,-4.9609
-9.0234,-6.5859,-10.8828,-4.9609
-8.9609,-6.5625,-10.8594,-4.9766
-8.9844,-6.6016,-10.8203,-4.8828
-9.0078,-6.5625,-10.8203,-4.8828
-8.9141,-6.5938,-10.7109,-4.8438
-8.9141,-6.5078,-10.7578,-4.7891
-8.8984,-6.5547,-10.75,-4.7812
-8.9609,-6.4453,-10.6953,-4.8594
-8.8906,-6.4922,-10.6328,-4.7422
-8.8438,-6.4609,-10.6719,-4.75
-8.9062,-6.3828,-10.625,-4.7266
-8.875,-6.3828,-10.6719,-4.6641
-8.8125,-6.375,-10.6016,-4.7422
-8.7266,-6.4453,-10.5703,-4.6328
-8.8125,-6.3359,-10.5469,-4.7031
-8.7422,-6.3359,-10.5312,-4.5938
-8.7109,-6.3203,-10.4922,-4.5703
-8.7344,-6.2422,-10.5547,-4.5703
-8.6953,-6.2812,-10.5469,-4.5625
-8.625,-6.2422,-10.5234,-4.5859
-8.6016,-6.2656,-10.4453,-4.5078
-8.6562,-6.2344,-10.4766,-4.5469
-8.6641,-6.1406,-10.3516,-4.5312
-8.6328,-6.1406,-10.4141,-4.4766
-8.5859,-6.2031,-10.3906,-4.4375
-8.4922,-6.1641,-10.3516,-4.4453
-8.5781,-6.0859,-10.2656,-4.4375
-8.5156,-6.0938,-10.2969,-4.3438
-8.4375,-6.0312,-10.2812,-4.3438
-8.4766,-6.0859,-10.2109,-4.4062
-8.4766,-6.0469,-10.2734,-4.3125
-8.3672,-5.9766,-10.2266,-4.2734
-8.4375,-5.9531,-10.1953,-4.3047
-8.3203,-6.0312,-10.1562,-4.2656
-8.3047,-5.9062,-10.1562,-4.2422
-8.3672,-5.9531,-10.1875,-4.2969
-8.2969,-5.9844,-10.1562,-4.1953
-8.3359,-5.875,-10.1562,-4.1562
-8.3438,-5.8828,-10.0938,-4.2344
-8.3203,-5.8828,-10.0234,-4.1953
-8.25,-5.8516,-10.0938,-4.1797
-8.2734,-5.8828,-10.0234,-4.1562
-8.2109,-5.7656,-10.0156,-4.0859
-8.125,-5.7734,-9.9453,-4.1016
-8.1953,-5.7734,-9.9453,-4.0781
-8.1797,-5.7891,-9.9688,-4.0
-8.1719,-5.6641,-9.9609,-3.9688
-8.1094,-5.7422,-9.8828,-4.0625
-8.0312,-5.6484,-9.8906,-3.9219
-8.0,-5.6719,-9.9219,-3.9766
-8.0234,-5.6797,-9.8203,-4.0
-8.0078,-5.6094,-9.7891,-3.9219
-7.9609,-5.6172,-9.7422,-3.8984
-7.9609,-5.5469,-9.7578,-3.9062
-7.8984,-5.5859,-9.7969,-3.8281
-7.9062,-5.5703,-9.6875,-3.8594
-7.9062,-5.5,-9.75,-3.7734
-7.875,-5.4453,-9.7344,-3.8047
-7.8828,-5.5391,-9.6328,-3.7422
-7.8281,-5.4688,-9.6875,-3.7188
-7.875,-5.3984,-9.625,-3.7188
-7.875,-5.4531,-9.6328,-3.7422
-7.7578,-5.4531,-9.6562,-3.6875
-7.7969,-5.4141,-9.5156,-3.6953
-7.8125,-5.3047,-9.5312,-3.6562
-7.7109,-5.3047,-9.5156,-3.6641
-7.75,-5.25,-9.5312,-3.6328
-7.7422,-5.3047,-9.4844,-3.5938
-7.6875,-5.2266,-9.4688,-3.5469
-7.6484,-5.2969,-9.4297,-3.6016
-7.5781,-5.2188,-9.4453,-3.4922
-7.6484,-5.2188,-9.3906,-3.4922
-7.6094,-5.1406,-9.375,-3.4297
-7.5156,-5.1797,-9.3984,-3.5
-7.5156,-5.1641,-9.375,-3.4844
-7.5234,-5.1562,-9.375,-3.4453
-7.5156,-5.1016,-9.2812,-3.4062
-7.4766,-5.0547,-9.2578,-3.3359
-7.4766,-5.0,-9.3047,-3.3125
-7.4844,-5.0938,-9.2891,-3.4062
-7.3828,-4.9922,-9.1719,-3.2812
-7.4219,-5.0625,-9.1875,-3.3125
-7.4297,-5.0312,-9.2266,-3.2812
-7.3516,-4.9766,-9.2188,-3.3125
-7.2891,-4.8984,-9.1719,-3.1797
-7.2734,-4.8594,-9.1484,-3.2188
-7.3281,-4.8672,-9.0391,-3.1953
-7.2188,-4.9375,-9.0859,-3.125
-7.3047,-4.8047,-9.0469,-3.1328
-7.1875,-4.8047,-8.9766,-3.1953
-7.2109,-4.7812,-8.9609,-3.0938
-7.25,-4.8203,-9.0156,-3.0391
-7.2344,-4.7109,-8.9219,-3.1016
-7.1562,-4.7969,-8.8984,-3.1094
-7.1094,-4.7812,-8.9375,-3.0
-7.1641,-4.7578,-8.9375,-3.0312
-7.125,-4.6484,-8.9375,-2.9453
-7.0469,-4.6875,-8.8125,-3.0078
-7.0078,-4.6016,-8.8438,-3.0078
-7.0234,-4.6328,-8.7812,-2.9531
-6.9844,-4.5625,-8.8047,-2.8594
-7.0234,-4.6328,-8.8203,-2.9219
-6.9219,-4.5234,-8.7188,-2.7969
-6.9062,-4.5078,-8.7891,-2.8516
-6.9609,-4.5781,-8.6719,-2.7656
-6.9297,-4.4766,-8.6953,-2.8594
-6.8594,-4.4219,-8.6562,-2.7266
-6.8125,-4.4219,-8.7109,-2.7109
-6.8672,-4.4453,-8.5938,-2.7812
-6.7656,-4.3516,-8.625,-2.6953
-6.75,-4.3672,-8.6016,-2.7031
-6.7891,-4.4297,-8.5391,-2.7188
-6.7969,-4.2969,-8.5078,-2.6719
-6.6875,-4.2969,-8.5156,-2.6641
-6.7344,-4.2578,-8.5547,-2.5469
-6.7422,-4.3047,-8.4844,-2.5234
-6.6562,-4.3203,-8.5234,-2.5469
-6.6484,-4.2109,-8.5,-2.5156
-6.5938,-4.25,-8.3828,-2.5391
-6.5469,-4.1719,-8.3359,-2.4688
-6.5469,-4.1719,-8.3984,-2.4609
-6.5156,-4.125,-8.3672,-2.5156
-6.5156,-4.0938,-8.3281,-2.3828
-6.5234,-4.0703,-8.3516,-2.3516
-6.4922,-4.0312,-8.3359,-2.4531
-6.5234,-4.1328,-8.3281,-2.3828
-6.5078,-4.0703,-8.3125,-2.3984
-6.3906,-4.0547,-8.2422,-2.3047
-6.3438,-3.9766,-8.1797,-2.2656
-6.3359,-3.9219,-8.1875,-2.2734
-6.3516,-3.9141,-8.2031,-2.2734
-6.3828,-3.9219,-8.0859,-2.25
-6.3125,-3.8984,-8.1094,-2.2734
-6.2812,-3.9219,-8.0781,-2.1797
-6.2188,-3.9141,-8.0703,-2.125
-6.2266,-3.8125,-8.0625,-2.2031
-6.2734,-3.875,-7.9844,-2.1016
-6.2031,-3.7656,-8.0156,-2.0859
-6.2422,-3.7422,-8.0,-2.1406
-6.2031,-3.7188,-8.0078,-2.0078
-6.1406,-3.7109,-7.9219,-2.0781
-6.1484,-3.7344,-7.9375,-2.0703
-6.0938,-3.6875,-7.9219,-2.0625
-6.0625,-3.6562,-7.9453,-1.9453
-6.1016,-3.7109,-7.8438,-1.9453
-6.0391,-3.5938,-7.8984,-1.9219
-5.9609,-3.5703,-7.8359,-1.9453
-6.0469,-3.5859,-7.8047,-1.9531
-5.9375,-3.5938,-7.7969,-1.8281
-5.9922,-3.5703,-7.75,-1.9062
-5.9688,-3.5312,-7.7422,-1.8438
-5.8672,-3.5234,-7.7422,-1.7578
-5.8594,-3.5,-7.6875,-1.7266
-5.8984,-3.5234,-7.7031,-1.7266
-5.8125,-3.4141,-7.5859,-1.7812
-5.8359,-3.4219,-7.6016,-1.6719
-5.7578,-3.4219,-7.6641,-1.6875
-5.8281,-3.3906,-7.5625,-1.6562
-5.7188,-3.3047,-7.6172,-1.6641
-5.7422,-3.375,-7.4766,-1.5781
-5.6641,-3.25,-7.5703,-1.625
-5.6484,-3.3516,-7.5312,-1.6406
-5.6797,-3.3203,-7.4375,-1.6328
-5.6406,-3.25,-7.4375,-1.5547
-5.6484,-3.2734,-7.4844,-1.5547
-5.5781,-3.2031,-7.4375,-1.4609
-5.5547,-3.1562,-7.3516,-1.5312
-5.6172,-3.2109,-7.3672,-1.5
-5.5078,-3.1875,-7.3516,-1.3906
-5.4688,-3.0547,-7.2656,-1.4375
-5.5078,-3.0312,-7.3359,-1.4219
-5.5234,-3.1016,-7.25,-1.3125
-5.4297,-3.0,-7.2578,-1.3672
-5.4453,-3.0703,-7.1797,-1.2891
-5.4453,-2.9453,-7.2266,-1.2734
-5.375,-3.0469,-7.1484,-1.3047
-5.3047,-3.0,-7.1406,-1.2031
-5.2969,-2.8906,-7.1719,-1.2578
-5.3594,-2.8672,-7.1172,-1.2266
-5.3281,-2.8594,-7.1562,-1.1875
-5.2734,-2.8516,-7.1172,-1.1328
-5.2109,-2.7891,-7.0156,-1.1406
-5.25,-2.8906,-7.0625,-1.1797
-5.1797,-2.8359,-7.0547,-1.1094
-5.1797,-2.8438,-7.0391,-1.0625
-5.1406,-2.7031,-6.9219,-1.0859
-5.0781,-2.8047,-6.9219,-1.0547
-5.0859,-2.7812,-6.8594,-1.0312
-5.125,-2.7344,-6.8359,-0.9844
-5.0469,-2.7266,-6.8281,-0.9453
-5.0,-2.6641,-6.8906,-0.9922
-4.9922,-2.6094,-6.8828,-0.9141
-4.9922,-2.5625,-6.7578,-0.9688
-5.0156,-2.6094,-6.7891,-0.9375
-4.9375,-2.5938,-6.8047,-0.8281
-5.0,-2.5,-6.7188,-0.875
-4.8672,-2.4688,-6.7578,-0.8359
-4.8359,-2.5156,-6.6406,-0.8203
-4.9375,-2.4219,-6.7344,-0.7969
-4.8125,-2.5,-6.6719,-0.7734
-4.7891,-2.4297,-6.6875,-0.7344
-4.8359,-2.3594,-6.6484,-0.7109
-4.7422,-2.3281,-6.6484,-0.6797
-4.7812,-2.3047,-6.5469,-0.6172
-4.7422,-2.3438,-6.4922,-0.6797
-4.6562,-2.3828,-6.5,-0.6328
-4.6797,-2.3438,-6.4766,-0.6172
-4.6172,-2.2578,-6.4844,-0.5703
-4.7031,-2.2031,-6.3906,-0.5781
-4.5703,-2.2188,-6.3984,-0.5781
-4.6484,-2.1953,-6.4375,-0.5547
-4.5312,-2.1641,-6.3281,-0.5469
-4.5,-2.1641,-6.375,-0.3984
-4.6016,-2.1094,-6.2891,-0.4688
-4.5234,-2.1406,-6.3594,-0.4766
-4.4453,-2.0312,-6.2656,-0.4531
-4.5156,-2.0391,-6.2344,-0.3594
-4.4531,-1.9922,-6.2969,-0.3438
-4.3906,-2.0,-6.1641,-0.3281
-4.375,-2.0625,-6.2031,-0.2812
-4.4219,-1.9688,-6.1797,-0.3359
-4.3516,-1.9297,-6.1719,-0.2891
-4.2969,-2.0,-6.1562,-0.1953
-4.2656,-1.8984,-6.0938,-0.1719
-4.2891,-1.8359,-6.0391,-0.1797
-4.2734,-1.8594,-6.0781,-0.2031
-4.2188,-1.8906,-6.0938,-0.1875
-4.2734,-1.8438,-6.0234,-0.0938
-4.1797,-1.8594,-6.0,-0.0391
-4.1797,-1.8125,-5.9922,-0.0312
-4.1094,-1.7188,-5.9375,-0.0469
-4.0938,-1.6953,-5.9766,-0.0312
-4.0703,-1.7109,-5.9609,-0.0234
-4.1406,-1.7109,-5.9375,0.0625
-4.0625,-1.6953,-5.8438,0.0547
-4.0547,-1.6953,-5.8672,0.0469
-3.9844,-1.6094,-5.8281,0.1172
-4.0547,-1.6406,-5.7344,0.0391
-3.9219,-1.625,-5.7422,0.1875
-3.9531,-1.5312,-5.7109,0.2109
-3.9609,-1.5,-5.7109,0.2031
-3.8906,-1.5,-5.6641,0.2422
-3.8438,-1.4609,-5.7031,0.2656
-3.9219,-1.4453,-5.6719,0.2969
-3.8516,-1.4609,-5.6172,0.2734
-3.8047,-1.4062,-5.6797,0.2734
-3.7344,-1.4297,-5.6562,0.25
-3.8203,-1.3906,-5.5703,0.3906
-3.7812,-1.2969,-5.5078,0.4141
-3.7188,-1.375,-5.4766,0.3672
-3.7656,-1.2422,-5.4453,0.4062
-3.6172,-1.2891,-5.4219,0.3672
-3.7188,-1.3203,-5.4062,0.4922
-3.6016,-1.2422,-5.3906,0.4141
-3.6094,-1.1484,-5.4531,0.4297
-3.6172,-1.1719,-5.3672,0.4844
-3.5078,-1.1719,-5.3281,0.5234
-3.5625,-1.1562,-5.3438,0.5078
-3.5469,-1.1328,-5.3516,0.6094
-3.5234,-1.1328,-5.3203,0.6172
-3.4141,-1.125,-5.2266,0.6484
-3.4297,-1.0625,-5.25,0.6484
-3.4609,-0.9688,-5.1953,0.7109
-3.4688,-1.0312,-5.1719,0.6328
-3.375,-0.9844,-5.1719,0.7109
-3.3828,-0.8984,-5.1797,0.75
-3.3672,-0.8984,-5.1641,0.7344
-3.375,-0.9141,-5.0938,0.8359
-3.3125,-0.9531,-5.1328,0.8125
-3.2578,-0.8672,-5.1094,0.7891
-3.1875,-0.8281,-5.0859,0.8984
-3.2188,-0.8828,-5.0391,0.8594
-3.1406,-0.8281,-5.0156,0.9531
-3.1641,-0.7578,-5.0234,0.9531
-3.1953,-0.7109,-4.9453,0.8984
-3.1328,-0.6719,-4.8906,0.9688
-3.1562,-0.6641,-4.8438,0.9922
-3.0547,-0.6719,-4.9219,0.9531
-3.0,-0.6094,-4.7969,1.0703
-3.0938,-0.5859,-4.7969,1.1094
-2.9922,-0.6328,-4.875,1.1328
-3.0312,-0.5938,-4.8047,1.1328
-2.9141,-0.5078,-4.7969,1.1719
-3.0078,-0.5547,-4.7422,1.0938
-2.9219,-0.5391,-4.6797,1.2266
-2.8516,-0.5,-4.6953,1.2031
-2.8828,-0.5078,-4.7266,1.1875
-2.9141,-0.3906,-4.6484,1.1875
-2.8828,-0.3672,-4.6797,1.2734
-2.8594,-0.375,-4.5781,1.3203
-2.75,-0.3203,-4.6406,1.2812
-2.7031,-0.3828,-4.5703,1.3984
-2.7344,-0.3281,-4.5156,1.3672
-2.6719,-0.2734,-4.5625,1.3359
-2.6406,-0.2969,-4.5391,1.3828
-2.6953,-0.2891,-4.5,1.4062
-2.5938,-0.2656,-4.4766,1.4141
-2.6172,-0.2188,-4.4219,1.5078
-2.6562,-0.25,-4.3438,1.5312
-2.5859,-0.2109,-4.3516,1.5625
-2.5703,-0.1484,-4.3125,1.5156
-2.4688,-0.0938,-4.2734,1.6016
-2.4922,-0.1641,-4.3516,1.6562
-2.4922,-0.0703,-4.2812,1.6484
-2.4297,-0.0859,-4.25,1.6797
-2.4375,-0.0703,-4.1953,1.6094
-2.4609,-0.0703,-4.25,1.6719
-2.3984,0.0703,-4.1797,1.7422
-2.3125,-0.0078,-4.1328,1.6719
-2.3828,0.0312,-4.1094,1.7188
-2.2578,0.0938,-4.1406,1.8438
-2.2734,0.0938,-4.125,1.8672
-2.2578,0.1406,-4.0703,1.8203
-2.1953,0.1094,-4.0703,1.8906
-2.1953,0.2031,-4.0625,1.8125
-2.1719,0.2109,-3.9844,1.9297
-2.1953,0.1719,-3.9297,1.9609
-2.2109,0.2266,-4.0156,1.9297
-2.1875,0.2812,-3.9688,2.0156
-2.1406,0.2734,-3.8672,1.9922
-2.0234,0.2734,-3.8359,1.9688
-2.1016,0.3203,-3.8672,1.9766
-2.0469,0.3203,-3.7734,2.0391
-1.9922,0.3281,-3.75,2.1328
-1.9297,0.3984,-3.75,2.1172
-1.9141,0.4844,-3.7031,2.1406
-1.9609,0.4297,-3.7656,2.1797
-1.9531,0.4531,-3.6719,2.1719
-1.875,0.5156,-3.6797,2.1953
-1.8125,0.5156,-3.6719,2.2031
-1.8203,0.5938,-3.6875,2.2031
-1.7656,0.5156,-3.6484,2.2734
-1.7812,0.6094,-3.6562,2.3438
-1.75,0.6172,-3.6094,2.2891
-1.6953,0.6875,-3.4922,2.3281
-1.6719,0.6953,-3.4688,2.3359
-1.7578,0.7109,-3.5625,2.4141
-1.7188,0.7266,-3.5312,2.4219
-1.7031,0.6797,-3.4219,2.375
-1.6484,0.7188,-3.4766,2.4844
-1.5938,0.7891,-3.4531,2.4219
-1.5938,0.7969,-3.3438,2.5156
-1.5781,0.7891,-3.3906,2.5703
-1.5703,0.8594,-3.3828,2.6094
-1.5391,0.9062,-3.2969,2.5234
-1.5469,0.9297,-3.2578,2.5547
-1.4844,0.9141,-3.2344,2.6172
-1.4531,0.9297,-3.2656,2.6719
-1.4844,1.0312,-3.2422,2.6719
-1.4453,1.0312,-3.1641,2.7578
-1.3672,0.9844,-3.1484,2.6797
-1.3047,1.0859,-3.1328,2.7578
-1.3594,1.0469,-3.0781,2.7188
-1.3516,1.1016,-3.1172,2.8438
-1.2422,1.1797,-3.0547,2.8594
-1.3203,1.0859,-3.0391,2.8828
-1.2188,1.2266,-3.0,2.9219
-1.1562,1.1953,-3.0625,2.9375
-1.1719,1.1875,-2.9922,2.9609
-1.1797,1.2031,-3.0078,2.9609
-1.1719,1.2656,-2.8906,3.0156
-1.0703,1.2812,-2.9766,3.0078
-1.0859,1.3438,-2.875,3.0547
-1.0234,1.2891,-2.9219,3.0469
-1.0156,1.375,-2.8984,3.0938
-1.0625,1.4062,-2.8203,3.1172
-1.0234,1.4062,-2.8594,3.1172
-1.0156,1.3672,-2.8281,3.1562
-0.9609,1.5,-2.8047,3.0859
-0.9922,1.5,-2.75,3.2109
-0.8672,1.5469,-2.6875,3.2578
-0.875,1.5078,-2.7031,3.2656
-0.875,1.5625,-2.6094,3.1797
-0.7734,1.5547,-2.6953,3.2344
-0.7734,1.5469,-2.6172,3.3281
-0.7344,1.6562,-2.5547,3.2812
-0.7422,1.6875,-2.5625,3.3281
-0.7109,1.7109,-2.5625,3.3516
-0.7344,1.7422,-2.5156,3.3984
-0.6641,1.7188,-2.5312,3.3906
-0.6172,1.7656,-2.5312,3.4922
-0.625,1.7188,-2.4922,3.4531
-0.6094,1.7734,-2.4219,3.5234
-0.5938,1.7578,-2.3359,3.5625
-0.625,1.8516,-2.3516,3.4766
-0.6016,1.8984,-2.3047,3.5938
-0.4844,1.8828,-2.3828,3.5156
-0.4609,1.9375,-2.3516,3.5703
-0.4297,1.9609,-2.2578,3.6328
-0.5156,1.9141,-2.2422,3.5938
-0.3906,1.9531,-2.1719,3.6719
-0.4219,1.9453,-2.2266,3.7031
-0.4219,1.9766,-2.1641,3.7188
-0.3984,2.0391,-2.1641,3.7031
-0.2812,2.0234,-2.125,3.7969
-0.2812,2.0391,-2.1016,3.7266
-0.2578,2.0547,-2.1094,3.7578
-0.3125,2.0781,-2.1016,3.8906
